taxon	location
W409_2009-07-30_mosquito_USA_CA_kern_-118.833_35.21	Kern
W410_2009-09-04_mosquito_USA_CA_kern_-119.254_35.502	Kern
W412_2010-06-15_mosquito_USA_CA_kern_-118.928_35.399	Kern
W413_2010-06-25_mosquito_USA_CA_kern_-119.06_35.317	Kern
W414_2010-06-29_mosquito_USA_CA_kern_-118.928_35.399	Kern
W415_2010-07-01_mosquito_USA_CA_kern_-119.026_35.313	Kern
W416_2010-07-01_mosquito_USA_CA_kern_-119.025_35.336	Kern
W417_2010-07-08_mosquito_USA_CA_kern_-119.021_35.36	Kern
W418_2010-07-08_mosquito_USA_CA_kern_-119.021_35.36	Kern
W419_2010-07-09_mosquito_USA_CA_kern_-119.06_35.317	Kern
W420_2010-07-09_mosquito_USA_CA_kern_-119.075_35.326	Kern
W421_2010-07-28_mosquito_USA_CA_kern_-119.021_35.36	Kern
W422_2010-08-18_mosquito_USA_CA_kern_-118.815_35.158	Kern
W426_2010-10-05_mosquito_USA_CA_kern_-119.406_35.436	Kern
W427_2011-06-08_mosquito_USA_CA_kern_-119.164_35.346	Kern
W428_2011-07-07_mosquito_USA_CA_kern_-119.181_35.333	Kern
W430_2011-07-13_mosquito_USA_CA_kern_-119.181_35.333	Kern
W433_2011-07-13_mosquito_USA_CA_kern_-119.172_35.346	Kern
W434_2011-07-13_mosquito_USA_CA_kern_-119.172_35.346	Kern
W436_2011-07-27_mosquito_USA_CA_kern_-119.125_35.342	Kern
W440_2011-08-18_mosquito_USA_CA_kern_-118.825_35.166	Kern
